Rating,Location,Title,Reviews
30,Tajmahal,BUILDING OF LOVE,Taj Mahal one of amazing monuments in india. Its building of love. It so beautiful. White Marble whole building buit in 15 th century. i will salute the builder who build this wonder in 15th century. It is pride of india
30,Tajmahal,Fantastic Taj!!,"Went at 7:15 am on 18th April 2016. It was world heritage day, so no tickets!! (although the price of the tickets is Rs. 40 a piece, but still, getting a free ride feels good!). The guide - Mr. Amit Kumar, was very patient and knowledgeable and we spent a pleasant 2 hours with him. It became quite crowded and hot by the time we finished."
30,Tajmahal,Beautiful love for this temple,"Actually, I didn't go there because of the beauty, but the love story of the King who made this temple for his died queen. That the main reason made this temple became the most beautiful on the world with white stone, top of professional sculpts. you should get here the the early morning to take the sunruse picture. In the afternoon, you can go to other side of the river, in the garden opesite with this temple to take the sunset photos. You will never forget the beautiful moment for this temple."
30,Tajmahal,Breathtaking!!!,"Never imagined that I could visit the Taj Mahal. After you pass the huge wood doors and you see the Taj Mahal, it is a moving experience. I can not explain what this monument to eternal love does to you. The architecture, details, symmetry is amazing. Never been so moved by a landmark!!"
30,Tajmahal,The Best,"The Taj Mahal is in the 7 wonders of the world & now i know why, simply great & pride of India. Wonderful experience"
30,Tajmahal,good place,"Visiting the Taj Mahal was one of the highlights from my trip to India!! We arrived very early morning to beat the ""rush"", and it was a little hazy, but beautiful none the less and we returned the next morning at sunrise which was at 6 AM."
30,Tajmahal,Must visit place,It was a great experience to saw this amazing building with impressive architecture. We visited Taj Mahal for sunrise and sunset view which was beautiful.
30,Tajmahal,Marvellous....,"Just one word ""MARVELLOUS""for this piece of architecture created in 1600 century. You would get mesmerised by the entire view of this piece and rightfully the owner of one of the 7 wonders of the world. Visit at least once in life."
30,Tajmahal,Wow,A temple dedicated to love of course is a must see. This is a breath taking monument not to be missed. The stone work is brilliant as is the location
30,Tajmahal,One the 7 wonder in world,"Taj mahl holding a place for one of the 7 wonders in the world, which is really true, the monument was amazing and huge, well maintained but he people around it was not good specially guides and local people be care full when ever you are travelling aroung"
30,Tajmahal,Worlds No. 1 place,Taj Mahal is the one of the most beautiful place of the world. Epitome of Love. Person traveling to India must visit Taj Mahal.
30,Tajmahal,Made my India trip worthwhile,"Taj mahal made my India trip worthwhile. The Palace was amazing . the architectual details were unbelievable . I would recommend going with a guide, you get in faster. there were long lines when we went - having a guide, we were able to by pass the long lines especially it was very hot. Knowing the history of the Taj mahal before you go will make you appreciate it more"
30,Tajmahal,Worth taking the trip!,"Visiting the Taj Mahal was one of the highlights from my trip to India!! We arrived very early morning to beat the ""rush"", and it was a little hazy, but beautiful none the less. The history makes it even more magical! A must see if you are traveling to India!"
